time_step,total_population,resource_concentration,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density,genotype_8_density,genotype_9_density,genotype_10_density,genotype_11_density,genotype_12_density,genotype_13_density,genotype_14_density,genotype_15_density,genotype_16_density,genotype_17_density,genotype_18_density,genotype_19_density,mutation_frequency,cooperation_index,competition_index,mean_fitness,mean_resistance,mean_efficiency,biofilm_fraction,hgt_events,divisions,deaths,phase_lag,phase_log,phase_stationary,phase_death,mean_antibiotic,mean_biofilm,cumulative_mutations,cumulative_hgt,total_resource_consumed
153,10046,29.172562,0.38264,0.305992,0.309675,0.0,0.0,0.000299,0.0,0.000199,0.0,0.000199,0.0001,0.000398,0.0,0.0001,0.000199,0.0,0.0,0.0,0.0,0.000199,0.0,0.46772,0.077613,0.598456,0.078549,1.052738,0.967947,0,0,1615,3701,789,5556,0,0.133486,0.377546,1221,47,1635424.9498
154,9172,29.216636,0.381051,0.304841,0.312582,0.0,0.0,0.000327,0.0,0.000218,0.0,0.000218,0.000109,0.000218,0.0,0.000109,0.000109,0.0,0.0,0.0,0.0,0.000218,0.0,0.47142,0.076929,0.598622,0.078505,1.052849,0.974706,0,0,874,3396,0,5776,0,0.134192,0.37735,1221,47,1645639.9391
155,8735,29.230261,0.382828,0.303263,0.312421,0.0,0.0,0.000343,0.0,0.000229,0.0,0.000229,0.000114,0.000114,0.0,0.000114,0.000114,0.0,0.0,0.0,0.0,0.000229,0.0,0.46508,0.076623,0.590607,0.078482,1.0535,0.962564,2,117,554,2549,794,5392,0,0.134888,0.377514,1221,49,1657862.617
156,9672,29.223112,0.381617,0.298077,0.318652,0.000103,0.0,0.000207,0.0,0.00031,0.000103,0.000207,0.000103,0.000103,0.0,0.000103,0.000103,0.0,0.0,0.0,0.0,0.00031,0.006731,0.4024,0.076211,0.515826,0.078238,1.054566,0.83354,0,1337,400,3372,1175,5125,0,0.135574,0.377601,1230,49,1670761.6835
157,11900,29.125898,0.385714,0.30084,0.311849,0.0,0.0,0.000168,0.0,0.00042,8.4e-05,0.000252,8.4e-05,8.4e-05,0.0,0.000168,0.000168,0.0,0.0,0.0,0.0,0.000168,0.007713,0.349705,0.076104,0.448773,0.07844,1.05484,0.725042,0,2982,754,4330,2846,4724,0,0.136249,0.379634,1253,49,1689710.8521
158,10255,29.161659,0.38508,0.301902,0.311458,0.0,0.0,0.000195,0.0,0.000488,9.8e-05,0.000195,9.8e-05,9.8e-05,0.0,9.8e-05,0.000195,0.0,0.0,0.0,0.0,9.8e-05,0.0,0.46561,0.074528,0.598969,0.078649,1.05455,0.964115,0,0,1645,3727,0,6528,0,0.136914,0.380797,1253,49,1701865.3039
159,9344,29.211971,0.383776,0.303082,0.311537,0.0,0.0,0.000214,0.0,0.000428,0.000107,0.000214,0.000107,0.000107,0.0,0.000107,0.000214,0.0,0.0,0.0,0.0,0.000107,0.0,0.468458,0.073939,0.598862,0.078546,1.054587,0.971104,0,0,911,3404,0,5940,0,0.137569,0.380726,1253,49,1712341.4098
160,9245,29.268509,0.380963,0.302001,0.315522,0.0,0.0,0.000216,0.0,0.000433,0.000108,0.000216,0.000108,0.000108,0.0,0.0,0.000108,0.0,0.0,0.0,0.0,0.000216,0.001919,0.441733,0.073464,0.565141,0.07822,1.055162,0.914765,1,521,620,3643,80,5522,0,0.138214,0.38004,1254,50,1722160.08
161,9866,29.281323,0.381005,0.305595,0.312082,0.0,0.0,0.000101,0.0,0.000405,0.000101,0.000203,0.000101,0.000101,0.0,0.0,0.000101,0.0,0.0,0.0,0.0,0.000203,0.013158,0.411831,0.072387,0.525129,0.078357,1.055356,0.852422,0,1216,595,3763,953,5150,0,0.13885,0.380028,1270,50,1734573.3209
162,10348,29.184,0.390607,0.293777,0.31407,0.0,0.0,9.7e-05,0.0,0.00058,0.000193,0.000193,9.7e-05,9.7e-05,0.0,0.0,9.7e-05,0.0,0.0,0.0,0.0,0.000193,0.009182,0.409245,0.073426,0.529687,0.078456,1.057633,0.852339,0,1198,716,2785,2800,4763,0,0.139476,0.381892,1281,50,1753239.586
163,9422,29.214089,0.389832,0.293993,0.314901,0.0,0.0,0.000106,0.0,0.000425,0.000212,0.000106,0.000106,0.000106,0.0,0.0,0.000106,0.0,0.0,0.0,0.0,0.000106,0.0,0.463841,0.071711,0.598886,0.078393,1.057475,0.965506,0,0,926,2547,0,6875,0,0.140092,0.382992,1281,50,1765410.7732
164,9198,29.255633,0.396064,0.285279,0.317243,0.0,0.0,0.000109,0.000109,0.000326,0.000217,0.000109,0.000217,0.000109,0.0,0.0,0.000109,0.0,0.0,0.0,0.0,0.000109,0.00241,0.442967,0.07156,0.571905,0.078065,1.058982,0.925092,0,415,639,2784,0,6414,0,0.1407,0.383272,1282,50,1776468.8486
165,9431,29.28534,0.393277,0.284699,0.320645,0.0,0.0,0.000318,0.000106,0.000424,0.000212,0.0,0.000106,0.000106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000106,0.007742,0.426228,0.071187,0.54955,0.078241,1.058774,0.889513,0,775,542,3024,374,6033,0,0.141298,0.38347,1288,50,1788177.4703
166,10646,29.270882,0.384745,0.29598,0.318054,0.0,0.0,0.000188,9.4e-05,0.00047,0.000188,0.0,0.0,0.000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.006878,0.383573,0.07072,0.49256,0.07838,1.056957,0.796637,0,1890,675,3854,1171,5621,0,0.141887,0.384275,1301,50,1802327.1337
167,9543,29.266546,0.383213,0.295609,0.31992,0.0,0.0,0.00021,0.000105,0.000419,0.00021,0.0,0.0,0.00021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105,0.0,0.463806,0.069954,0.598962,0.078162,1.056853,0.963429,0,0,1103,2666,802,6075,0,0.142468,0.385423,1301,50,1816370.5982
168,9754,29.268289,0.393582,0.287574,0.317613,0.0,0.0,0.000205,0.000103,0.00041,0.000308,0.0,0.0,0.000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011931,0.418628,0.069493,0.542362,0.078614,1.058901,0.874718,0,922,711,3393,737,5624,0,0.143039,0.385594,1312,50,1828936.213
169,9886,29.266511,0.400364,0.279688,0.318835,0.0,0.0,0.000101,0.000101,0.000405,0.000303,0.0,0.0,0.000202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004449,0.418783,0.069221,0.544251,0.078726,1.060802,0.879122,0,899,767,3773,954,5159,0,0.143602,0.385501,1316,50,1841576.4714
170,10189,29.241407,0.406713,0.275689,0.31642,0.0,0.0,9.8e-05,0.000196,0.000294,0.000294,0.0,0.0,0.000196,0.0,0.0,9.8e-05,0.0,0.0,0.0,0.0,0.0,0.012522,0.40808,0.069867,0.533257,0.07927,1.061901,0.859456,2,1118,815,4076,1392,4721,0,0.144157,0.385399,1330,52,1855082.3742
171,9295,29.219844,0.403658,0.277461,0.317805,0.0,0.0,0.000108,0.000108,0.000323,0.000323,0.0,0.0,0.000108,0.0,0.0,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.457681,0.068949,0.598771,0.079139,1.061727,0.963098,0,0,894,2482,1239,5574,0,0.144704,0.386281,1330,52,1869519.0742
172,10729,29.198401,0.394352,0.285208,0.319042,0.0,0.0,9.3e-05,9.3e-05,0.000466,0.000466,0.0,0.0,9.3e-05,0.0,0.0,9.3e-05,0.0,0.0,0.0,9.3e-05,0.0,0.008492,0.375725,0.068557,0.487011,0.079575,1.05959,0.785907,0,2002,568,4331,1166,5232,0,0.145242,0.386383,1347,52,1882733.4143
173,9607,29.212542,0.395441,0.287603,0.315395,0.0,0.0,0.000104,0.000104,0.00052,0.00052,0.0,0.0,0.000104,0.0,0.0,0.000104,0.0,0.0,0.0,0.000104,0.0,0.0,0.460553,0.067718,0.599044,0.079527,1.059583,0.963256,0,0,1122,3280,602,5725,0,0.145772,0.386726,1347,52,1895277.6018
174,10182,29.199077,0.402573,0.279513,0.316441,0.0,0.0,9.8e-05,9.8e-05,0.000589,0.000393,0.0,0.0,9.8e-05,0.0,0.0,9.8e-05,0.0,0.0,0.0,9.8e-05,0.0,0.011691,0.402754,0.067341,0.523578,0.079707,1.061198,0.845806,0,1283,708,3743,1149,5290,0,0.146294,0.386935,1362,52,1908771.5689
175,9264,29.207621,0.397776,0.28044,0.320272,0.0,0.0,0.000108,0.000108,0.00054,0.000432,0.0,0.0,0.000108,0.0,0.0,0.000108,0.0,0.0,0.0,0.000108,0.0,0.0,0.46138,0.067051,0.59886,0.079446,1.060931,0.967832,1,0,918,2679,722,5863,0,0.146808,0.387432,1362,53,1921835.36
176,10030,29.221446,0.403888,0.273978,0.320439,0.0,0.0,0.0001,0.0001,0.000499,0.000499,0.0,0.0001,0.0001,0.0,0.0,0.000199,0.0,0.0,0.0,0.0001,0.0,0.008314,0.399093,0.067104,0.519887,0.079306,1.062099,0.838883,0,1323,557,3849,681,5500,0,0.147315,0.387131,1373,53,1933698.0771
177,9105,29.204208,0.405491,0.273696,0.319165,0.0,0.0,0.0,0.00011,0.000549,0.000549,0.0,0.00011,0.00011,0.0,0.0,0.00022,0.0,0.0,0.0,0.0,0.0,0.0,0.458992,0.066828,0.59879,0.079386,1.062053,0.964964,0,0,925,2216,1277,5612,0,0.147814,0.388116,1373,53,1948495.1941
178,10193,29.185395,0.402629,0.27666,0.318944,0.0,0.0,0.0,9.8e-05,0.000687,0.000589,0.0,9.8e-05,0.000196,0.0,0.0,9.8e-05,0.0,0.0,0.0,0.0,0.0,0.010572,0.386705,0.066089,0.504377,0.079828,1.06147,0.811341,0,1608,520,3707,1205,5281,0,0.148306,0.38819,1390,53,1961843.4152
179,9285,29.186181,0.404631,0.272698,0.321055,0.0,0.0,0.0,0.000108,0.000646,0.000646,0.0,0.0,0.000215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459535,0.065726,0.599082,0.079937,1.061573,0.964136,0,0,908,2491,869,5925,0,0.14879,0.388893,1390,53,1975539.5187
180,10175,29.189216,0.405405,0.264767,0.328157,0.0,0.0,0.0,9.8e-05,0.000688,0.00059,0.0,0.0,0.000197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8e-05,0.010745,0.391673,0.064791,0.511392,0.079683,1.062819,0.823587,0,1489,599,3836,814,5525,0,0.149267,0.388799,1406,53,1988007.4812
181,9234,29.192782,0.403617,0.266948,0.327919,0.0,0.0,0.0,0.0,0.000541,0.00065,0.0,0.0,0.000217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000108,0.0,0.458555,0.064627,0.598836,0.079668,1.062768,0.963938,0,0,941,2588,900,5746,0,0.149736,0.389337,1406,53,2001514.5196
182,9818,29.199648,0.407008,0.262783,0.328886,0.0,0.0,0.0,0.0,0.000509,0.000611,0.0,0.0,0.000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000102,0.008842,0.405804,0.064472,0.529802,0.079746,1.063714,0.854757,0,1131,547,3576,844,5398,0,0.150199,0.389072,1416,53,2013815.3334
183,11446,29.155379,0.405469,0.267255,0.325703,0.000175,0.0,0.0,0.0,0.000524,0.000612,0.0,8.7e-05,8.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7e-05,0.009283,0.364263,0.063546,0.474757,0.079781,1.062576,0.764809,0,2370,742,4583,1868,4995,0,0.150655,0.389733,1438,53,2029387.1391
184,9973,29.20011,0.404592,0.269628,0.324276,0.000201,0.0,0.0,0.0,0.000401,0.000702,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459207,0.062446,0.598837,0.079843,1.062543,0.963802,0,0,1473,4006,0,5967,0,0.151104,0.389701,1438,53,2040321.6175
185,10033,29.20279,0.407057,0.266421,0.325227,0.0001,0.0,0.0,0.0,0.000299,0.000698,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494,0.421333,0.062171,0.546817,0.079996,1.063512,0.886973,0,870,810,3649,939,5445,0,0.151546,0.389877,1448,53,2053382.6996
186,9239,29.250515,0.406213,0.265613,0.326983,0.000108,0.0,0.0,0.0,0.000216,0.000758,0.0,0.0,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459489,0.061015,0.598685,0.079943,1.063655,0.96807,0,0,794,3365,0,5874,0,0.151982,0.389302,1448,53,2063583.0808
187,10083,29.263816,0.409005,0.264901,0.324804,9.9e-05,0.0,0.0,0.0,0.000198,0.000793,0.0,0.0,9.9e-05,0.0,0.0,0.0,0.0,0.0,9.9e-05,0.0,0.0,0.012583,0.397322,0.060998,0.518364,0.080158,1.064654,0.839036,0,1351,507,3803,739,5541,0,0.152411,0.389083,1465,53,2075737.4085
188,9236,29.224689,0.407644,0.264833,0.326548,0.000108,0.0,0.0,0.0,0.000108,0.00065,0.0,0.0,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456754,0.060789,0.598815,0.080222,1.064571,0.963296,0,0,847,1944,1536,5756,0,0.152833,0.39038,1465,53,2091605.8425
189,11082,29.185528,0.402996,0.268724,0.326656,0.00018,0.0,0.0,0.0,0.00018,0.000722,0.0,0.0,9e-05,0.0,0.0,0.00018,0.0,0.0,9e-05,0.00018,0.0,0.008638,0.357189,0.060359,0.46741,0.080346,1.063651,0.751038,0,2431,585,4249,1448,5385,0,0.153249,0.390837,1486,53,2106092.9191
190,9837,29.195257,0.402358,0.268476,0.327742,0.000102,0.0,0.0,0.0,0.000102,0.000712,0.0,0.0,0.000102,0.0,0.0,0.000203,0.0,0.0,0.000102,0.000102,0.0,0.0,0.457965,0.059697,0.598671,0.080422,1.063807,0.962997,1,0,1245,3207,570,6060,0,0.153659,0.391487,1486,54,2119248.1053
191,10208,29.21097,0.405074,0.265086,0.32837,9.8e-05,0.0,0.0,0.0,9.8e-05,0.000686,0.0,0.0,9.8e-05,0.0,9.8e-05,0.000196,0.0,0.0,9.8e-05,9.8e-05,0.0,0.00695,0.406177,0.059385,0.531183,0.080424,1.06475,0.856681,0,1151,780,4106,532,5570,0,0.154063,0.391132,1494,54,2130877.8556
192,9305,29.213796,0.405481,0.263084,0.330145,0.000107,0.0,0.0,0.0,0.0,0.000645,0.0,0.0,0.000107,0.0,0.000107,0.000215,0.0,0.0,0.000107,0.0,0.0,0.0,0.455752,0.058411,0.598393,0.080166,1.064797,0.961096,0,0,903,2887,882,5536,0,0.154461,0.391236,1494,54,2143836.2996
193,9813,29.219517,0.409763,0.259554,0.329257,0.000102,0.0,0.0,0.0,0.0,0.000713,0.0,0.0,0.000102,0.0,0.000204,0.000204,0.0,0.0,0.000102,0.0,0.0,0.009973,0.404696,0.058371,0.531047,0.0801,1.065738,0.853765,0,1103,595,3815,829,5169,0,0.154853,0.390606,1505,54,2155679.3894
194,10992,29.146027,0.409389,0.2621,0.326692,9.1e-05,0.0,0.0,0.0,0.0,0.000728,0.000182,0.0,9.1e-05,0.0,0.000182,0.000364,9.1e-05,0.0,9.1e-05,0.0,0.0,0.007637,0.374981,0.057654,0.491419,0.080212,1.065858,0.790848,0,1964,785,3874,2347,4771,0,0.155239,0.391573,1520,54,2172717.5136
195,9731,29.182201,0.406125,0.261844,0.330079,0.000103,0.0,0.0,0.0,0.0,0.000822,0.000206,0.0,0.000103,0.0,0.000206,0.000308,0.000103,0.0,0.000103,0.0,0.0,0.0,0.455467,0.056718,0.598452,0.080172,1.065863,0.958997,1,0,1261,3449,0,6282,0,0.155619,0.391744,1520,55,2183999.9869
196,9624,29.190229,0.413134,0.259559,0.32554,0.000104,0.0,0.0,0.0,0.0,0.000727,0.000104,0.0,0.000104,0.0,0.000312,0.000312,0.000104,0.0,0.0,0.0,0.0,0.006579,0.427075,0.056603,0.560465,0.079888,1.067215,0.90347,0,608,715,3066,747,5811,0,0.155993,0.391917,1524,55,2196781.6016
197,9955,29.201873,0.416876,0.253541,0.327976,0.0,0.0,0.0,0.0,0.0,0.001005,0.0001,0.0,0.0,0.0,0.000301,0.0001,0.0001,0.0,0.0,0.0,0.0,0.006024,0.408561,0.055886,0.538155,0.079971,1.068431,0.866901,0,996,665,3880,698,5377,0,0.156362,0.391447,1530,55,2208589.5623
198,11098,29.183186,0.408722,0.259867,0.33015,0.0,0.0,0.0,0.0,0.0,0.000721,0.0,0.0,0.0,0.0,0.00036,9e-05,9e-05,0.0,0.0,0.0,0.0,0.007637,0.373516,0.055353,0.491985,0.080189,1.067208,0.790503,0,1964,821,4809,1374,4915,0,0.156726,0.391313,1545,55,2222200.7956
199,9803,29.160443,0.408038,0.262165,0.328573,0.0,0.0,0.0,0.0,0.0,0.000714,0.0,0.0,0.0,0.0,0.000306,0.000102,0.000102,0.0,0.0,0.0,0.0,0.0,0.45514,0.05481,0.597866,0.080038,1.067078,0.962767,0,0,1295,3037,1240,5526,0,0.157084,0.392218,1545,55,2237070.3358
200,10766,29.143185,0.409623,0.265651,0.323611,0.0,0.0,0.0,0.0,0.0,0.000464,0.0,0.0,9.3e-05,0.0,0.000186,9.3e-05,0.000186,0.0,0.0,9.3e-05,0.0,0.012076,0.382373,0.053326,0.50137,0.08047,1.066834,0.806428,0,1739,776,4522,1147,5097,0,0.157436,0.391959,1566,55,2250080.0968
